iu_ac,libelle,iu_nd_amont,libelle_nd_amont,iu_nd_aval,libelle_nd_aval,t_1h,q,k,etat_trafic,etat_barre
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 01:00:00,87.0,1.17778,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 02:00:00,41.0,0.39722,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 03:00:00,27.0,0.14389,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 04:00:00,20.0,0.26445,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 05:00:00,24.0,1.94945,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 06:00:00,55.0,0.68445,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 07:00:00,89.0,1.34556,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 08:00:00,157.0,9.185,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 09:00:00,201.0,4.80333,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 10:00:00,230.0,5.09889,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 11:00:00,226.0,5.02667,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 12:00:00,,,0,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 13:00:00,198.0,5.94778,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 14:00:00,229.0,3.87445,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 15:00:00,224.0,5.13778,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 16:00:00,228.0,6.11333,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 17:00:00,219.0,7.81333,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 18:00:00,240.0,8.47556,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 19:00:00,276.0,8.66778,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 20:00:00,235.0,5.00889,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 21:00:00,180.0,3.79389,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 22:00:00,119.0,6.66833,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-13 23:00:00,109.0,1.46722,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-14 00:00:00,108.0,2.21278,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2021-07-14 01:00:00,87.0,1.27389,1,3
