iu_ac,libelle,iu_nd_amont,libelle_nd_amont,iu_nd_aval,libelle_nd_aval,t_1h,q,k,etat_trafic,etat_barre
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 01:00:00,,1.05056,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 02:00:00,,0.60722,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 03:00:00,,0.27278,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 04:00:00,,0.06945,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 05:00:00,,0.22389,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 06:00:00,,0.45667,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 07:00:00,,1.01333,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 08:00:00,,3.75389,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 09:00:00,,6.80444,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 10:00:00,,4.62722,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 11:00:00,,4.84333,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 12:00:00,,5.51111,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 13:00:00,,4.42,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 14:00:00,,5.70945,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 15:00:00,,5.92611,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 16:00:00,,5.18667,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 17:00:00,,6.26556,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 18:00:00,,5.03556,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 19:00:00,,4.84278,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 20:00:00,,4.22278,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 21:00:00,,3.65778,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 22:00:00,,2.08167,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-05 23:00:00,,2.12,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 00:00:00,,2.25945,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 01:00:00,,1.31778,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 02:00:00,,0.65278,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 03:00:00,,0.36445,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 04:00:00,,0.05111,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 05:00:00,,0.15833,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 06:00:00,,0.51167,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 07:00:00,,1.22111,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 08:00:00,,2.93389,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 09:00:00,,5.87722,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 10:00:00,,6.01278,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 11:00:00,,4.23,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 12:00:00,,6.31667,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 13:00:00,,11.2606,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 14:00:00,,4.21222,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 15:00:00,,4.64722,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 16:00:00,,7.20167,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 17:00:00,,5.36278,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 18:00:00,,5.36889,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 19:00:00,,6.255,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 20:00:00,,6.28111,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 21:00:00,,6.28555,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 22:00:00,,2.35834,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-06 23:00:00,,5.27222,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-07 00:00:00,,2.75889,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-07 01:00:00,,1.33333,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-07 02:00:00,,0.70111,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-07 03:00:00,,0.26945,1,3
5672,Convention,2973,Convention-Blomet,2937,Lecourbe-Convention,2019-03-07 04:00:00,,0.17056,1,3
